Transaction_ID,Passenger_ID,Date_of_Purchase,Time_of_Purchase,Purchase_Type,Payment_Method,Price
30572,30572,4/26/2024,49:24.0,Online,Contactless,2
30573,30573,4/26/2024,51:15.0,Station,Debit Card,3
30574,30574,4/26/2024,12:35.0,Online,Contactless,5
30575,30575,4/26/2024,41:44.0,Online,Contactless,86
30576,30576,4/26/2024,47:33.0,Online,Credit Card,33
30577,30577,4/26/2024,56:15.0,Station,Debit Card,2
30578,30578,4/26/2024,58:56.0,Online,Contactless,8
30579,30579,4/26/2024,14:06.0,Station,Contactless,3
30580,30580,4/26/2024,24:46.0,Station,Credit Card,3
30581,30581,4/26/2024,25:58.0,Online,Contactless,13
30582,30582,4/26/2024,34:15.0,Station,Credit Card,65
30583,30583,4/26/2024,43:31.0,Station,Contactless,41
30584,30584,4/26/2024,44:21.0,Station,Credit Card,7
30585,30585,4/26/2024,56:16.0,Station,Contactless,19
30586,30586,4/26/2024,58:56.0,Station,Credit Card,12
30587,30587,4/26/2024,15:16.0,Online,Credit Card,4
30588,30588,4/26/2024,16:33.0,Online,Credit Card,3
30589,30589,4/26/2024,34:55.0,Station,Credit Card,19
30590,30590,4/26/2024,43:55.0,Station,Contactless,19
30591,30591,4/26/2024,43:55.0,Online,Credit Card,86
30592,30592,4/26/2024,57:34.0,Online,Credit Card,12
30593,30593,4/26/2024,10:16.0,Online,Contactless,19
30594,30594,4/26/2024,12:04.0,Station,Contactless,19
30595,30595,4/26/2024,13:05.0,Station,Contactless,19
30596,30596,4/26/2024,20:31.0,Station,Contactless,53
30597,30597,4/26/2024,20:41.0,Online,Credit Card,8
30598,30598,4/26/2024,24:08.0,Online,Credit Card,7
30599,30599,4/26/2024,30:29.0,Station,Credit Card,17
30600,30600,4/26/2024,33:07.0,Station,Credit Card,9
30601,30601,4/26/2024,35:53.0,Online,Contactless,3
30602,30602,4/26/2024,43:10.0,Station,Credit Card,9
30603,30603,4/26/2024,47:15.0,Station,Debit Card,50
30604,30604,4/26/2024,55:52.0,Station,Credit Card,129
30605,30605,4/26/2024,06:42.0,Station,Contactless,13
30606,30606,4/26/2024,09:22.0,Station,Credit Card,13
30607,30607,4/26/2024,10:40.0,Online,Contactless,13
30608,30608,4/26/2024,15:21.0,Station,Contactless,70
30609,30609,4/26/2024,32:58.0,Station,Credit Card,5
30610,30610,4/26/2024,35:55.0,Online,Contactless,70
30611,30611,4/26/2024,35:56.0,Online,Contactless,8
30612,30612,4/26/2024,47:43.0,Station,Contactless,6
30613,30613,4/26/2024,48:15.0,Station,Credit Card,2
30614,30614,4/26/2024,54:36.0,Station,Contactless,6
30615,30615,4/26/2024,59:16.0,Online,Credit Card,70
30616,30616,4/26/2024,01:23.0,Station,Credit Card,5
30617,30617,4/26/2024,06:20.0,Station,Credit Card,9
30618,30618,4/26/2024,11:33.0,Station,Credit Card,4
30619,30619,4/26/2024,11:43.0,Station,Credit Card,5
30620,30620,4/26/2024,12:47.0,Online,Credit Card,18
30621,30621,4/26/2024,14:36.0,Station,Debit Card,29
30622,30622,4/26/2024,16:22.0,Station,Credit Card,13
30623,30623,4/26/2024,51:46.0,Online,Contactless,47
30624,30624,4/26/2024,00:57.0,Station,Contactless,66
30625,30625,4/26/2024,01:48.0,Online,Credit Card,8
30626,30626,4/26/2024,15:35.0,Station,Contactless,7
30627,30627,4/26/2024,17:41.0,Online,Credit Card,5
30628,30628,4/26/2024,18:38.0,Online,Credit Card,16
30629,30629,4/26/2024,18:43.0,Online,Credit Card,10
30630,30630,4/26/2024,20:48.0,Online,Credit Card,11
30631,30631,4/26/2024,21:21.0,Online,Contactless,19
30632,30632,4/26/2024,22:08.0,Online,Credit Card,10
30633,30633,4/26/2024,22:46.0,Online,Credit Card,13
30634,30634,4/26/2024,23:18.0,Online,Contactless,5
30635,30635,4/26/2024,24:26.0,Online,Credit Card,25
30636,30636,4/26/2024,25:06.0,Online,Credit Card,13
30637,30637,4/26/2024,26:17.0,Online,Credit Card,13
30638,30638,4/26/2024,27:15.0,Online,Debit Card,13
30639,30639,4/26/2024,29:41.0,Online,Credit Card,4
30640,30640,4/26/2024,32:28.0,Station,Credit Card,35
30641,30641,4/26/2024,34:36.0,Station,Credit Card,23
30642,30642,4/26/2024,36:18.0,Station,Debit Card,4
30643,30643,4/26/2024,37:08.0,Station,Credit Card,35
30644,30644,4/26/2024,42:34.0,Online,Contactless,35
30645,30645,4/26/2024,42:54.0,Station,Debit Card,5
30646,30646,4/26/2024,50:42.0,Online,Contactless,2
30647,30647,4/26/2024,54:04.0,Online,Contactless,7
30648,30648,4/26/2024,59:55.0,Online,Contactless,19
30649,30649,4/26/2024,03:35.0,Station,Debit Card,56
30650,30650,4/26/2024,11:57.0,Online,Credit Card,3
30651,30651,4/26/2024,13:03.0,Online,Credit Card,3
30652,30652,4/26/2024,36:34.0,Online,Contactless,35
30653,30653,4/26/2024,37:00.0,Online,Credit Card,35
30654,30654,4/26/2024,39:21.0,Online,Credit Card,78
30655,30655,4/26/2024,39:45.0,Online,Credit Card,41
30656,30656,4/26/2024,44:39.0,Station,Contactless,21
30657,30657,4/26/2024,45:37.0,Online,Contactless,107
30658,30658,4/26/2024,48:31.0,Online,Credit Card,5
30659,30659,4/26/2024,48:50.0,Online,Credit Card,35
30660,30660,4/26/2024,51:54.0,Online,Credit Card,3
30661,30661,4/26/2024,54:59.0,Online,Credit Card,2
30662,30662,4/26/2024,14:16.0,Station,Contactless,5
30663,30663,4/26/2024,21:41.0,Online,Credit Card,16
30664,30664,4/26/2024,26:51.0,Online,Credit Card,16
30665,30665,4/26/2024,28:26.0,Online,Credit Card,2
30666,30666,4/26/2024,33:12.0,Online,Credit Card,16
30667,30667,4/26/2024,33:57.0,Online,Contactless,10
30668,30668,4/26/2024,36:23.0,Station,Credit Card,4
30669,30669,4/26/2024,42:22.0,Station,Credit Card,4
30670,30670,4/26/2024,04:20.0,Station,Contactless,13
30671,30671,4/26/2024,14:13.0,Station,Contactless,7
30672,30672,4/26/2024,15:18.0,Online,Credit Card,5
30673,30673,4/26/2024,16:45.0,Online,Credit Card,8
30674,30674,4/26/2024,16:53.0,Online,Credit Card,11
30675,30675,4/26/2024,16:58.0,Online,Credit Card,13
30676,30676,4/26/2024,17:06.0,Online,Credit Card,7
30677,30677,4/26/2024,17:30.0,Online,Credit Card,3
30678,30678,4/26/2024,19:07.0,Online,Credit Card,8
30679,30679,4/26/2024,20:38.0,Station,Contactless,13
30680,30680,4/26/2024,21:18.0,Online,Credit Card,8
30681,30681,4/26/2024,23:04.0,Online,Credit Card,21
30682,30682,4/26/2024,24:30.0,Online,Credit Card,8
30683,30683,4/26/2024,24:31.0,Online,Credit Card,9
30684,30684,4/26/2024,25:06.0,Online,Credit Card,6
30685,30685,4/26/2024,26:42.0,Online,Credit Card,8
30686,30686,4/26/2024,27:25.0,Online,Credit Card,8
30687,30687,4/26/2024,29:47.0,Online,Credit Card,11
30688,30688,4/26/2024,45:48.0,Station,Credit Card,53
30689,30689,4/26/2024,50:26.0,Station,Credit Card,3
30690,30690,4/26/2024,33:14.0,Station,Credit Card,27
30691,30691,4/26/2024,51:19.0,Online,Contactless,72
30692,30692,4/26/2024,53:43.0,Online,Credit Card,72
30693,30693,4/26/2024,57:25.0,Online,Credit Card,2
30694,30694,4/26/2024,04:47.0,Online,Credit Card,6
30695,30695,4/26/2024,05:20.0,Online,Contactless,7
30696,30696,4/26/2024,30:44.0,Station,Credit Card,8
30697,30697,4/26/2024,36:23.0,Online,Contactless,2
30698,30698,4/26/2024,41:05.0,Online,Contactless,2
30699,30699,4/26/2024,53:23.0,Station,Credit Card,15
30700,30700,4/26/2024,05:26.0,Station,Credit Card,3
30701,30701,4/26/2024,05:55.0,Online,Credit Card,7
30702,30702,4/26/2024,13:43.0,Station,Contactless,3
30703,30703,4/26/2024,37:28.0,Station,Contactless,8
30704,30704,4/27/2024,04:44.0,Station,Credit Card,2
30705,30705,4/27/2024,05:17.0,Online,Contactless,107
30706,30706,4/27/2024,05:45.0,Online,Contactless,3
30707,30707,4/27/2024,22:49.0,Station,Credit Card,76
30708,30708,4/27/2024,23:08.0,Online,Contactless,24
30709,30709,4/27/2024,46:14.0,Online,Credit Card,15
30710,30710,4/27/2024,58:39.0,Online,Credit Card,10
30711,30711,4/27/2024,59:43.0,Online,Credit Card,10
30712,30712,4/27/2024,10:25.0,Online,Contactless,48
30713,30713,4/27/2024,15:41.0,Online,Credit Card,19
30714,30714,4/27/2024,21:27.0,Online,Contactless,5
30715,30715,4/27/2024,23:35.0,Online,Credit Card,13
30716,30716,4/27/2024,25:28.0,Station,Credit Card,5
30717,30717,4/27/2024,28:28.0,Station,Contactless,18
30718,30718,4/27/2024,32:05.0,Online,Contactless,2
30719,30719,4/27/2024,43:36.0,Online,Credit Card,2
30720,30720,4/27/2024,59:55.0,Station,Credit Card,3
30721,30721,4/27/2024,20:13.0,Online,Contactless,10
30722,30722,4/27/2024,22:02.0,Online,Contactless,10
30723,30723,4/27/2024,25:47.0,Online,Credit Card,5
30724,30724,4/27/2024,43:51.0,Online,Contactless,3
30725,30725,4/27/2024,43:52.0,Station,Contactless,57
30726,30726,4/27/2024,51:00.0,Station,Credit Card,3
30727,30727,4/27/2024,55:10.0,Station,Contactless,7
30728,30728,4/27/2024,02:23.0,Station,Contactless,12
30729,30729,4/27/2024,11:22.0,Station,Contactless,12
30730,30730,4/27/2024,21:04.0,Online,Contactless,8
30731,30731,4/27/2024,21:24.0,Online,Credit Card,10
30732,30732,4/27/2024,23:17.0,Online,Credit Card,12
30733,30733,4/27/2024,34:27.0,Online,Contactless,9
30734,30734,4/27/2024,39:54.0,Online,Contactless,4
30735,30735,4/27/2024,40:25.0,Online,Credit Card,12
30736,30736,4/27/2024,40:48.0,Online,Credit Card,3
30737,30737,4/27/2024,45:55.0,Online,Credit Card,13
30738,30738,4/27/2024,01:19.0,Station,Contactless,13
30739,30739,4/27/2024,20:48.0,Online,Contactless,35
30740,30740,4/27/2024,22:10.0,Online,Credit Card,4
30741,30741,4/27/2024,43:57.0,Online,Credit Card,35
30742,30742,4/27/2024,57:02.0,Online,Credit Card,2
30743,30743,4/27/2024,58:52.0,Station,Contactless,53
30744,30744,4/27/2024,59:38.0,Online,Debit Card,53
30745,30745,4/27/2024,01:10.0,Online,Credit Card,22
30746,30746,4/27/2024,01:15.0,Online,Contactless,53
30747,30747,4/27/2024,04:29.0,Online,Credit Card,10
30748,30748,4/27/2024,07:50.0,Online,Credit Card,80
30749,30749,4/27/2024,12:22.0,Online,Debit Card,107
30750,30750,4/27/2024,17:38.0,Station,Credit Card,35
30751,30751,4/27/2024,19:24.0,Online,Contactless,12
30752,30752,4/27/2024,24:50.0,Online,Credit Card,3
30753,30753,4/27/2024,01:23.0,Station,Contactless,19
30754,30754,4/27/2024,03:13.0,Online,Credit Card,50
30755,30755,4/27/2024,03:31.0,Online,Contactless,3
30756,30756,4/27/2024,05:34.0,Online,Credit Card,14
30757,30757,4/27/2024,10:01.0,Online,Credit Card,5
30758,30758,4/27/2024,10:24.0,Online,Credit Card,8
30759,30759,4/27/2024,10:30.0,Station,Contactless,54
30760,30760,4/27/2024,12:31.0,Online,Credit Card,53
30761,30761,4/27/2024,12:48.0,Online,Credit Card,86
30762,30762,4/27/2024,25:59.0,Online,Credit Card,3
30763,30763,4/27/2024,30:34.0,Station,Credit Card,176
30764,30764,4/27/2024,31:21.0,Station,Credit Card,12
30765,30765,4/27/2024,33:05.0,Station,Credit Card,113
30766,30766,4/27/2024,35:42.0,Online,Credit Card,71
30767,30767,4/27/2024,36:40.0,Station,Credit Card,113
30768,30768,4/27/2024,36:47.0,Station,Credit Card,113
30769,30769,4/27/2024,36:49.0,Station,Credit Card,113
30770,30770,4/27/2024,37:56.0,Online,Contactless,19
30771,30771,4/27/2024,38:10.0,Station,Credit Card,113
30772,30772,4/27/2024,38:45.0,Station,Credit Card,113
30773,30773,4/27/2024,39:54.0,Station,Credit Card,113
30774,30774,4/27/2024,40:31.0,Station,Credit Card,80
30775,30775,4/27/2024,47:48.0,Online,Credit Card,23
30776,30776,4/27/2024,48:40.0,Station,Credit Card,3
30777,30777,4/27/2024,54:27.0,Online,Contactless,14
30778,30778,4/27/2024,17:59.0,Online,Credit Card,53
30779,30779,4/27/2024,21:43.0,Online,Credit Card,19
30780,30780,4/27/2024,21:54.0,Online,Contactless,41
30781,30781,4/27/2024,22:03.0,Online,Credit Card,26
30782,30782,4/27/2024,23:02.0,Online,Credit Card,53
30783,30783,4/27/2024,27:19.0,Online,Credit Card,19
30784,30784,4/27/2024,31:56.0,Station,Contactless,10
30785,30785,4/27/2024,35:01.0,Online,Contactless,19
30786,30786,4/27/2024,41:24.0,Online,Contactless,3
30787,30787,4/27/2024,41:41.0,Online,Contactless,41
30788,30788,4/27/2024,43:51.0,Online,Contactless,36
30789,30789,4/27/2024,46:39.0,Online,Debit Card,8
30790,30790,4/27/2024,52:33.0,Online,Contactless,3
30791,30791,4/27/2024,53:29.0,Online,Debit Card,3
30792,30792,4/27/2024,56:44.0,Online,Contactless,3
30793,30793,4/27/2024,57:43.0,Online,Credit Card,35
30794,30794,4/27/2024,57:44.0,Online,Debit Card,8
30795,30795,4/27/2024,58:16.0,Online,Credit Card,2
30796,30796,4/27/2024,00:58.0,Online,Credit Card,7
30797,30797,4/27/2024,01:09.0,Station,Contactless,53
30798,30798,4/27/2024,02:16.0,Online,Debit Card,72
30799,30799,4/27/2024,04:38.0,Station,Contactless,53
30800,30800,4/27/2024,06:51.0,Online,Credit Card,15
30801,30801,4/27/2024,08:26.0,Online,Credit Card,4
30802,30802,4/27/2024,09:31.0,Online,Credit Card,4
30803,30803,4/27/2024,11:28.0,Station,Contactless,53
30804,30804,4/27/2024,14:16.0,Online,Credit Card,35
30805,30805,4/27/2024,17:01.0,Online,Credit Card,13
30806,30806,4/27/2024,22:32.0,Online,Credit Card,18
30807,30807,4/27/2024,23:22.0,Online,Credit Card,27
30808,30808,4/27/2024,24:42.0,Station,Credit Card,3
30809,30809,4/27/2024,28:44.0,Online,Credit Card,18
30810,30810,4/27/2024,53:14.0,Online,Credit Card,22
30811,30811,4/27/2024,53:24.0,Online,Contactless,8
30812,30812,4/27/2024,05:46.0,Online,Credit Card,22
30813,30813,4/27/2024,06:58.0,Online,Credit Card,34
30814,30814,4/27/2024,07:37.0,Online,Credit Card,6
30815,30815,4/27/2024,10:41.0,Online,Credit Card,11
30816,30816,4/27/2024,13:30.0,Online,Credit Card,35
30817,30817,4/27/2024,22:15.0,Station,Credit Card,4
30818,30818,4/27/2024,26:16.0,Station,Credit Card,4
30819,30819,4/27/2024,30:03.0,Station,Contactless,53
30820,30820,4/27/2024,30:17.0,Online,Contactless,80
30821,30821,4/27/2024,33:12.0,Station,Contactless,24
30822,30822,4/27/2024,37:11.0,Station,Contactless,4
30823,30823,4/27/2024,37:33.0,Station,Credit Card,76
30824,30824,4/27/2024,42:26.0,Online,Credit Card,72
30825,30825,4/27/2024,59:44.0,Online,Credit Card,8
30826,30826,4/27/2024,31:59.0,Online,Contactless,12
30827,30827,4/27/2024,33:29.0,Station,Contactless,6
30828,30828,4/27/2024,42:53.0,Online,Contactless,12
30829,30829,4/27/2024,43:24.0,Online,Contactless,13
30830,30830,4/27/2024,43:39.0,Online,Contactless,13
30831,30831,4/27/2024,57:07.0,Online,Credit Card,8
30832,30832,4/27/2024,04:16.0,Online,Contactless,7
30833,30833,4/27/2024,10:26.0,Station,Contactless,10
30834,30834,4/27/2024,28:40.0,Online,Credit Card,8
30835,30835,4/27/2024,45:25.0,Station,Contactless,35
30836,30836,4/27/2024,57:28.0,Station,Contactless,3
30837,30837,4/27/2024,00:24.0,Online,Credit Card,7
30838,30838,4/27/2024,01:38.0,Station,Credit Card,2
30839,30839,4/27/2024,08:01.0,Station,Contactless,3
30840,30840,4/27/2024,16:09.0,Station,Credit Card,13
30841,30841,4/27/2024,20:58.0,Online,Credit Card,128
30842,30842,4/27/2024,23:39.0,Online,Credit Card,10
30843,30843,4/27/2024,37:25.0,Station,Credit Card,10
30844,30844,4/27/2024,41:47.0,Station,Contactless,3
30845,30845,4/27/2024,43:48.0,Station,Contactless,10
30846,30846,4/27/2024,44:14.0,Online,Contactless,4
30847,30847,4/27/2024,53:33.0,Station,Credit Card,3
30848,30848,4/27/2024,56:31.0,Online,Credit Card,17
30849,30849,4/27/2024,08:16.0,Station,Credit Card,57
30850,30850,4/27/2024,17:05.0,Online,Credit Card,3
30851,30851,4/27/2024,20:31.0,Online,Credit Card,23
30852,30852,4/27/2024,30:13.0,Station,Credit Card,19
30853,30853,4/27/2024,57:24.0,Station,Credit Card,8
30854,30854,4/27/2024,06:22.0,Online,Credit Card,7
30855,30855,4/27/2024,09:52.0,Station,Credit Card,14
30856,30856,4/27/2024,20:06.0,Online,Credit Card,52
30857,30857,4/27/2024,28:30.0,Online,Credit Card,7
30858,30858,4/27/2024,29:57.0,Online,Contactless,72
30859,30859,4/27/2024,31:39.0,Station,Credit Card,35
30860,30860,4/27/2024,36:09.0,Station,Credit Card,70
30861,30861,4/27/2024,37:00.0,Online,Contactless,3
30862,30862,4/27/2024,37:49.0,Station,Credit Card,7
30863,30863,4/27/2024,43:11.0,Station,Debit Card,7
30864,30864,4/27/2024,55:02.0,Online,Contactless,11
30865,30865,4/27/2024,59:53.0,Station,Credit Card,97
30866,30866,4/27/2024,07:03.0,Station,Contactless,6
30867,30867,4/27/2024,09:36.0,Station,Contactless,13
30868,30868,4/27/2024,10:16.0,Station,Contactless,53
30869,30869,4/27/2024,12:32.0,Online,Contactless,86
30870,30870,4/27/2024,13:00.0,Station,Debit Card,126
30871,30871,4/27/2024,13:25.0,Station,Credit Card,8
30872,30872,4/27/2024,15:02.0,Online,Credit Card,86
30873,30873,4/27/2024,18:06.0,Station,Credit Card,8
30874,30874,4/27/2024,19:08.0,Station,Contactless,53
30875,30875,4/27/2024,22:29.0,Online,Credit Card,86
30876,30876,4/27/2024,23:14.0,Station,Contactless,13
30877,30877,4/27/2024,31:19.0,Station,Credit Card,4
30878,30878,4/27/2024,31:51.0,Station,Credit Card,13
30879,30879,4/27/2024,38:41.0,Online,Credit Card,53
30880,30880,4/27/2024,42:16.0,Online,Credit Card,10
30881,30881,4/27/2024,45:40.0,Station,Contactless,12
30882,30882,4/27/2024,52:19.0,Online,Contactless,22
30883,30883,4/27/2024,58:18.0,Online,Contactless,4
30884,30884,4/27/2024,00:00.0,Station,Credit Card,7
30885,30885,4/27/2024,00:17.0,Station,Credit Card,23
30886,30886,4/27/2024,11:02.0,Station,Debit Card,12
30887,30887,4/27/2024,12:07.0,Station,Credit Card,4
30888,30888,4/27/2024,14:02.0,Station,Credit Card,4
30889,30889,4/27/2024,16:43.0,Online,Credit Card,8
30890,30890,4/27/2024,20:43.0,Station,Credit Card,80
30891,30891,4/27/2024,25:54.0,Station,Credit Card,10
30892,30892,4/27/2024,30:54.0,Station,Credit Card,13
30893,30893,4/27/2024,34:06.0,Online,Contactless,18
30894,30894,4/27/2024,34:31.0,Station,Debit Card,13
30895,30895,4/27/2024,48:45.0,Online,Credit Card,8
30896,30896,4/27/2024,55:29.0,Station,Credit Card,12
30897,30897,4/27/2024,00:27.0,Online,Credit Card,8
30898,30898,4/27/2024,04:58.0,Online,Contactless,13
30899,30899,4/27/2024,05:56.0,Station,Contactless,20
30900,30900,4/27/2024,06:02.0,Online,Credit Card,4
30901,30901,4/27/2024,07:55.0,Station,Debit Card,118
30902,30902,4/27/2024,10:11.0,Online,Credit Card,4
30903,30903,4/27/2024,13:26.0,Station,Debit Card,76
30904,30904,4/27/2024,15:40.0,Online,Credit Card,4
30905,30905,4/27/2024,16:15.0,Online,Credit Card,21
30906,30906,4/27/2024,20:29.0,Online,Credit Card,19
30907,30907,4/27/2024,20:31.0,Online,Credit Card,12
30908,30908,4/27/2024,21:25.0,Online,Credit Card,19
30909,30909,4/27/2024,21:58.0,Online,Credit Card,12
30910,30910,4/27/2024,22:33.0,Online,Contactless,3
30911,30911,4/27/2024,26:22.0,Station,Contactless,3
30912,30912,4/27/2024,27:23.0,Online,Credit Card,10
30913,30913,4/27/2024,27:49.0,Online,Credit Card,12
30914,30914,4/27/2024,27:58.0,Online,Credit Card,8
30915,30915,4/27/2024,28:02.0,Online,Credit Card,8
30916,30916,4/27/2024,30:21.0,Station,Credit Card,3
30917,30917,4/27/2024,36:17.0,Station,Credit Card,4
30918,30918,4/27/2024,37:01.0,Station,Credit Card,80
30919,30919,4/27/2024,40:05.0,Station,Credit Card,4
30920,30920,4/27/2024,40:47.0,Station,Credit Card,8
30921,30921,4/27/2024,48:08.0,Online,Contactless,2
30922,30922,4/27/2024,48:54.0,Station,Contactless,8
30923,30923,4/27/2024,49:19.0,Online,Contactless,16
30924,30924,4/27/2024,52:33.0,Online,Contactless,2
30925,30925,4/27/2024,55:48.0,Online,Credit Card,35
30926,30926,4/27/2024,56:04.0,Online,Contactless,2
30927,30927,4/27/2024,57:00.0,Online,Credit Card,7
30928,30928,4/27/2024,04:50.0,Station,Credit Card,35
30929,30929,4/27/2024,11:09.0,Station,Debit Card,50
30930,30930,4/27/2024,11:41.0,Online,Credit Card,2
30931,30931,4/27/2024,13:04.0,Online,Credit Card,2
30932,30932,4/27/2024,13:13.0,Station,Credit Card,6
30933,30933,4/27/2024,15:35.0,Station,Contactless,53
30934,30934,4/27/2024,18:57.0,Online,Credit Card,23
30935,30935,4/27/2024,20:13.0,Online,Credit Card,2
30936,30936,4/27/2024,40:37.0,Online,Credit Card,19
30937,30937,4/27/2024,44:06.0,Online,Credit Card,7
30938,30938,4/27/2024,46:49.0,Station,Contactless,10
30939,30939,4/27/2024,48:10.0,Station,Credit Card,65
30940,30940,4/27/2024,54:49.0,Online,Credit Card,35
30941,30941,4/27/2024,20:22.0,Station,Credit Card,7
30942,30942,4/27/2024,25:42.0,Online,Credit Card,20
30943,30943,4/27/2024,33:06.0,Station,Credit Card,3
30944,30944,4/27/2024,33:48.0,Station,Credit Card,35
30945,30945,4/27/2024,35:54.0,Station,Credit Card,4
30946,30946,4/27/2024,37:30.0,Station,Credit Card,14
30947,30947,4/27/2024,44:10.0,Online,Credit Card,9
30948,30948,4/27/2024,44:28.0,Station,Credit Card,5
30949,30949,4/27/2024,01:35.0,Online,Credit Card,2
30950,30950,4/27/2024,03:42.0,Online,Credit Card,4
30951,30951,4/27/2024,07:49.0,Station,Credit Card,3
30952,30952,4/27/2024,08:33.0,Station,Credit Card,10
30953,30953,4/27/2024,13:32.0,Online,Credit Card,2
30954,30954,4/27/2024,18:16.0,Online,Credit Card,5
30955,30955,4/27/2024,23:02.0,Online,Credit Card,3
30956,30956,4/27/2024,23:32.0,Online,Credit Card,8
30957,30957,4/27/2024,26:30.0,Online,Credit Card,13
30958,30958,4/27/2024,28:24.0,Online,Contactless,3
30959,30959,4/27/2024,29:44.0,Online,Credit Card,8
30960,30960,4/27/2024,38:45.0,Station,Credit Card,8
30961,30961,4/27/2024,49:46.0,Station,Credit Card,3
30962,30962,4/27/2024,50:05.0,Station,Credit Card,72
30963,30963,4/27/2024,54:29.0,Station,Credit Card,72
30964,30964,4/27/2024,28:40.0,Station,Credit Card,4
30965,30965,4/27/2024,36:24.0,Station,Contactless,14
30966,30966,4/27/2024,43:12.0,Station,Credit Card,8
30967,30967,4/27/2024,54:19.0,Online,Credit Card,8
30968,30968,4/27/2024,57:27.0,Online,Contactless,7
30969,30969,4/27/2024,01:22.0,Online,Contactless,6
30970,30970,4/27/2024,52:39.0,Station,Credit Card,15
30971,30971,4/27/2024,00:18.0,Station,Credit Card,2
30972,30972,4/27/2024,03:27.0,Station,Credit Card,7
30973,30973,4/27/2024,07:41.0,Station,Credit Card,13
30974,30974,4/27/2024,10:55.0,Station,Credit Card,13
30975,30975,4/27/2024,11:56.0,Station,Credit Card,13
30976,30976,4/27/2024,14:43.0,Station,Contactless,13
30977,30977,4/27/2024,44:55.0,Station,Credit Card,7
30978,30978,4/28/2024,02:26.0,Online,Contactless,3
30979,30979,4/28/2024,05:04.0,Online,Credit Card,5
30980,30980,4/28/2024,08:06.0,Online,Contactless,3
30981,30981,4/28/2024,25:35.0,Station,Credit Card,30
30982,30982,4/28/2024,31:47.0,Online,Contactless,24
30983,30983,4/28/2024,33:28.0,Online,Credit Card,54
30984,30984,4/28/2024,43:28.0,Online,Credit Card,35
30985,30985,4/28/2024,09:16.0,Online,Credit Card,5
30986,30986,4/28/2024,12:53.0,Online,Credit Card,5
30987,30987,4/28/2024,16:11.0,Online,Contactless,18
30988,30988,4/28/2024,16:58.0,Online,Contactless,10
30989,30989,4/28/2024,28:27.0,Station,Contactless,35
30990,30990,4/28/2024,31:35.0,Online,Contactless,3
30991,30991,4/28/2024,34:50.0,Station,Contactless,8
30992,30992,4/28/2024,38:11.0,Online,Contactless,2
30993,30993,4/28/2024,41:45.0,Station,Contactless,8
30994,30994,4/28/2024,42:40.0,Online,Credit Card,2
30995,30995,4/28/2024,02:00.0,Online,Contactless,72
30996,30996,4/28/2024,03:20.0,Station,Credit Card,126
30997,30997,4/28/2024,23:14.0,Online,Contactless,78
30998,30998,4/28/2024,31:58.0,Online,Credit Card,35
30999,30999,4/28/2024,47:09.0,Station,Contactless,7
31000,31000,4/28/2024,49:33.0,Station,Contactless,5
31001,31001,4/28/2024,51:49.0,Station,Contactless,7
31002,31002,4/28/2024,59:53.0,Station,Contactless,5
31003,31003,4/28/2024,05:44.0,Station,Credit Card,3
31004,31004,4/28/2024,07:43.0,Station,Contactless,12
31005,31005,4/28/2024,17:34.0,Station,Contactless,35
31006,31006,4/28/2024,20:56.0,Online,Contactless,8
31007,31007,4/28/2024,33:44.0,Online,Credit Card,12
31008,31008,4/28/2024,36:23.0,Online,Contactless,4
31009,31009,4/28/2024,40:12.0,Online,Credit Card,12
31010,31010,4/28/2024,47:07.0,Online,Contactless,10
31011,31011,4/28/2024,53:45.0,Online,Credit Card,53
31012,31012,4/28/2024,56:20.0,Online,Credit Card,13
31013,31013,4/28/2024,08:52.0,Online,Credit Card,3
31014,31014,4/28/2024,26:20.0,Online,Credit Card,3
31015,31015,4/28/2024,45:39.0,Online,Credit Card,2
31016,31016,4/28/2024,45:57.0,Online,Debit Card,13
31017,31017,4/28/2024,55:28.0,Online,Credit Card,53
31018,31018,4/28/2024,58:23.0,Online,Credit Card,2
31019,31019,4/28/2024,58:52.0,Online,Credit Card,8
31020,31020,4/28/2024,00:22.0,Online,Credit Card,22
31021,31021,4/28/2024,00:31.0,Station,Contactless,53
31022,31022,4/28/2024,02:14.0,Online,Credit Card,10
31023,31023,4/28/2024,03:13.0,Station,Credit Card,4
31024,31024,4/28/2024,08:21.0,Online,Debit Card,107
31025,31025,4/28/2024,11:53.0,Online,Credit Card,22
31026,31026,4/28/2024,12:10.0,Online,Credit Card,22
31027,31027,4/28/2024,28:14.0,Station,Contactless,35
31028,31028,4/28/2024,51:00.0,Online,Contactless,7
31029,31029,4/28/2024,58:19.0,Station,Contactless,4
31030,31030,4/28/2024,03:28.0,Online,Credit Card,14
31031,31031,4/28/2024,05:36.0,Online,Credit Card,10
31032,31032,4/28/2024,06:35.0,Online,Credit Card,5
31033,31033,4/28/2024,08:41.0,Online,Credit Card,14
31034,31034,4/28/2024,14:50.0,Online,Credit Card,13
31035,31035,4/28/2024,27:13.0,Online,Contactless,3
31036,31036,4/28/2024,29:55.0,Online,Credit Card,4
31037,31037,4/28/2024,30:02.0,Station,Credit Card,113
31038,31038,4/28/2024,31:59.0,Station,Credit Card,113
31039,31039,4/28/2024,33:31.0,Online,Credit Card,71
31040,31040,4/28/2024,36:19.0,Station,Credit Card,31
31041,31041,4/28/2024,37:12.0,Station,Credit Card,113
