Journey_ID,Ticket_ID,Date_of_Journey,Departure_Station,Departure_Station,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay
24454,24456,4/3/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24455,24457,4/4/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24456,24458,4/4/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24457,24459,4/3/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24458,24460,4/4/2024,Reading,London Paddington,15:00.0,40:00.0,40:00.0,On-time,NULL
24459,24461,4/4/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24460,24462,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
24461,24463,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24462,24464,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24463,24465,4/4/2024,London St Pancras,Leicester,45:00.0,45:00.0,45:00.0,On-time,NULL
24464,24466,4/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24465,24467,4/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24466,24468,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,22:00.0,Delayed,Technical Issue
24467,24469,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,22:00.0,Delayed,Technical Issue
24468,24470,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24469,24471,4/4/2024,London St Pancras,Leicester,45:00.0,45:00.0,45:00.0,On-time,NULL
24470,24472,4/3/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24471,24473,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,22:00.0,Delayed,Technical Issue
24472,24474,4/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24473,24475,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,22:00.0,Delayed,Technical Issue
24474,24476,4/4/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24475,24477,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24476,24478,4/4/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24477,24479,4/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24478,24480,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24479,24481,4/4/2024,Reading,Didcot,45:00.0,00:00.0,00:00.0,On-time,NULL
24480,24482,4/4/2024,Birmingham New Street,Coventry,45:00.0,05:00.0,05:00.0,On-time,NULL
24481,24483,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24482,24484,4/4/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
24483,24485,4/4/2024,Birmingham New Street,Wolverhampton,45:00.0,00:00.0,00:00.0,On-time,NULL
24484,24486,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24485,24487,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24486,24488,4/4/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,NULL,Cancelled,Signal failure
24487,24489,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24488,24490,4/4/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24489,24491,4/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24490,24492,4/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24491,24493,4/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24492,24494,4/4/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,NULL,Cancelled,Signal failure
24493,24495,4/3/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
24494,24496,4/3/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24495,24497,4/4/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24496,24498,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
24497,24499,4/4/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24498,24500,4/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24499,24501,4/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24500,24502,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
24501,24503,4/4/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24502,24504,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24503,24505,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
24504,24506,4/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
24505,24507,4/4/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,20:00.0,On-time,NULL
24506,24508,4/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24507,24509,4/4/2024,London Euston,Manchester Piccadilly,15:00.0,05:00.0,05:00.0,On-time,NULL
24508,24510,4/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24509,24511,4/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24510,24512,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24511,24513,4/4/2024,Liverpool Lime Street,Leeds,30:00.0,00:00.0,00:00.0,On-time,NULL
24512,24514,4/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24513,24515,4/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24514,24516,4/5/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
24515,24517,4/4/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
24516,24518,4/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24517,24519,4/5/2024,York,Durham,00:00.0,50:00.0,NULL,Cancelled,Signal failure
24518,24520,4/4/2024,Birmingham New Street,Reading,30:00.0,00:00.0,00:00.0,On-time,NULL
24519,24521,4/4/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,33:00.0,Delayed,Weather Conditions
24520,24522,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24521,24523,4/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24522,24524,4/4/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24523,24525,4/5/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
24524,24526,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24525,24527,4/5/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24526,24528,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24527,24529,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24528,24530,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24529,24531,4/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24530,24532,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
24531,24533,4/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24532,24534,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24533,24535,4/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,NULL,Cancelled,Technical Issue
24534,24536,4/4/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
24535,24537,4/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,NULL,Cancelled,Technical Issue
24536,24538,4/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24537,24539,4/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24538,24540,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
24539,24541,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
24540,24542,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24541,24543,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24542,24544,4/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
24543,24545,4/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
24544,24546,4/5/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24545,24547,4/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24546,24548,4/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,05:00.0,Delayed,Weather
24547,24549,4/4/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
24548,24550,4/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24549,24551,4/4/2024,Reading,Oxford,00:00.0,25:00.0,25:00.0,On-time,NULL
24550,24552,4/4/2024,Oxford,Bristol Temple Meads,00:00.0,15:00.0,15:00.0,On-time,NULL
24551,24553,4/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,05:00.0,Delayed,Weather
24552,24554,4/4/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24553,24555,4/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24554,24556,4/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24555,24557,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24556,24558,4/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24557,24559,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24558,24560,4/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24559,24561,4/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24560,24562,4/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24561,24563,4/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24562,24564,4/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24563,24565,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
24564,24566,4/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24565,24567,4/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24566,24568,4/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24567,24569,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24568,24570,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24569,24571,4/5/2024,Reading,Didcot,15:00.0,30:00.0,30:00.0,On-time,NULL
24570,24572,4/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24571,24573,4/4/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
24572,24574,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24573,24575,4/4/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
24574,24576,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24575,24577,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24576,24578,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24577,24579,4/5/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24578,24580,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24579,24581,4/5/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
24580,24582,4/5/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
24581,24583,4/5/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,20:00.0,On-time,NULL
24582,24584,4/5/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
24583,24585,4/5/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
24584,24586,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Technical Issue
24585,24587,4/5/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24586,24588,4/5/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
24587,24589,4/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24588,24590,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Technical Issue
24589,24591,4/5/2024,Oxford,Bristol Temple Meads,00:00.0,15:00.0,NULL,Cancelled,Weather Conditions
24590,24592,4/4/2024,Liverpool Lime Street,London St Pancras,15:00.0,45:00.0,45:00.0,On-time,NULL
24591,24593,4/5/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24592,24594,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24593,24595,4/5/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
24594,24596,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24595,24597,4/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24596,24598,4/5/2024,Birmingham New Street,London St Pancras,45:00.0,05:00.0,05:00.0,On-time,NULL
24597,24599,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
24598,24600,4/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24599,24601,4/5/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,11:00.0,Delayed,Weather
24600,24602,4/5/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24601,24603,4/5/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
24602,24604,4/5/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
24603,24605,4/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24604,24606,4/5/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,11:00.0,Delayed,Weather
24605,24607,4/5/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,11:00.0,Delayed,Weather
24606,24608,4/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24607,24609,4/5/2024,York,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24608,24610,4/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24609,24611,4/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24610,24612,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
24611,24613,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
24612,24614,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24613,24615,4/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24614,24616,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24615,24617,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24616,24618,4/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24617,24619,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24618,24620,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24619,24621,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24620,24622,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24621,24623,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
24622,24624,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
24623,24625,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24624,24626,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24625,24627,4/4/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24626,24628,4/4/2024,Liverpool Lime Street,Sheffield,45:00.0,00:00.0,00:00.0,On-time,NULL
24627,24629,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24628,24630,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24629,24631,4/4/2024,Birmingham New Street,Reading,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
24630,24632,4/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24631,24633,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24632,24634,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24633,24635,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
24634,24636,4/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24635,24637,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
24636,24638,4/4/2024,York,Edinburgh,45:00.0,15:00.0,15:00.0,On-time,NULL
24637,24639,4/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24638,24640,4/4/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
24639,24641,4/4/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,58:00.0,Delayed,Weather
24640,24642,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
24641,24643,4/5/2024,York,Edinburgh Waverley,00:00.0,30:00.0,30:00.0,On-time,NULL
24642,24644,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
24643,24645,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24644,24646,4/5/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,23:00.0,Delayed,Traffic
24645,24647,4/5/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24646,24648,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
24647,24649,4/5/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24648,24650,4/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
24649,24651,4/5/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24650,24652,4/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24651,24653,4/4/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
24652,24654,4/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
24653,24655,4/4/2024,Reading,Swindon,45:00.0,30:00.0,30:00.0,On-time,NULL
24654,24656,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24655,24657,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
24656,24658,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
24657,24659,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
24658,24660,4/4/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
24659,24661,4/5/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,21:00.0,Delayed,Staffing
24660,24662,4/5/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
24661,24663,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,22:00.0,Delayed,Technical Issue
24662,24664,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24663,24665,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24664,24666,4/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24665,24667,4/4/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24666,24668,4/5/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
24667,24669,4/4/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,NULL,Cancelled,Signal failure
24668,24670,4/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24669,24671,4/4/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24670,24672,4/5/2024,Birmingham New Street,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24671,24673,4/4/2024,London St Pancras,Wolverhampton,45:00.0,15:00.0,15:00.0,On-time,NULL
24672,24674,4/4/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24673,24675,4/4/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24674,24676,4/5/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24675,24677,4/5/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24676,24678,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,33:00.0,Delayed,Weather
24677,24679,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,33:00.0,Delayed,Weather
24678,24680,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,33:00.0,Delayed,Weather
24679,24681,4/5/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
24680,24682,4/5/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,10:00.0,Delayed,Technical Issue
24681,24683,4/5/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,10:00.0,Delayed,Technical Issue
24682,24684,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24683,24685,4/4/2024,London St Pancras,Leicester,45:00.0,45:00.0,45:00.0,On-time,NULL
24684,24686,4/4/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24685,24687,4/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
24686,24688,4/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24687,24689,4/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24688,24690,4/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24689,24691,4/4/2024,London Euston,Manchester Piccadilly,15:00.0,05:00.0,05:00.0,On-time,NULL
24690,24692,4/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
24691,24693,4/5/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
24692,24694,4/5/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24693,24695,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24694,24696,4/5/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24695,24697,4/4/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
24696,24698,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
24697,24699,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24698,24700,4/5/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
24699,24701,4/5/2024,Birmingham New Street,York,30:00.0,15:00.0,15:00.0,On-time,NULL
24700,24702,4/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
24701,24703,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24702,24704,4/5/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
24703,24705,4/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
24704,24706,4/5/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
24705,24707,4/5/2024,Birmingham New Street,Coventry,45:00.0,05:00.0,05:00.0,On-time,NULL
24706,24708,4/5/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24707,24709,4/5/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
24708,24710,4/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
